Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NIV_EDUCA_esta,EDAT_Q,SEXE
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,311,5,11,2
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,309,5,12,1
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,243,5,12,2
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,342,5,13,1
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,287,5,13,2
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,282,5,14,1
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,266,5,14,2
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,188,5,15,1
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,250,5,15,2
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,119,5,16,1
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,179,5,16,2
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,34,5,17,1
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,61,5,17,2
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,33,5,18,1
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,18,5,18,2
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,..,5,19,1
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,6,5,19,2
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,..,5,20,1
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,19,6,3,1
2025-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,21,6,3,2
2025-01-01,4,Les Corts,21,Pedralbes,..,1,5,1
2025-01-01,4,Les Corts,21,Pedralbes,..,1,7,1
2025-01-01,4,Les Corts,21,Pedralbes,..,1,7,2
2025-01-01,4,Les Corts,21,Pedralbes,7,1,17,1
2025-01-01,4,Les Corts,21,Pedralbes,7,1,18,1
2025-01-01,4,Les Corts,21,Pedralbes,..,1,19,1
2025-01-01,4,Les Corts,21,Pedralbes,..,1,20,1
2025-01-01,4,Les Corts,21,Pedralbes,153,2,3,1
2025-01-01,4,Les Corts,21,Pedralbes,148,2,3,2
2025-01-01,4,Les Corts,21,Pedralbes,39,2,4,1
2025-01-01,4,Les Corts,21,Pedralbes,22,2,4,2
2025-01-01,4,Les Corts,21,Pedralbes,7,2,5,1
2025-01-01,4,Les Corts,21,Pedralbes,12,2,5,2
2025-01-01,4,Les Corts,21,Pedralbes,7,2,6,1
2025-01-01,4,Les Corts,21,Pedralbes,6,2,6,2
2025-01-01,4,Les Corts,21,Pedralbes,7,2,7,1
2025-01-01,4,Les Corts,21,Pedralbes,8,2,7,2
2025-01-01,4,Les Corts,21,Pedralbes,7,2,8,1
2025-01-01,4,Les Corts,21,Pedralbes,..,2,8,2
2025-01-01,4,Les Corts,21,Pedralbes,10,2,9,1
2025-01-01,4,Les Corts,21,Pedralbes,9,2,9,2
2025-01-01,4,Les Corts,21,Pedralbes,15,2,10,1
2025-01-01,4,Les Corts,21,Pedralbes,..,2,10,2
2025-01-01,4,Les Corts,21,Pedralbes,8,2,11,1
2025-01-01,4,Les Corts,21,Pedralbes,7,2,11,2
2025-01-01,4,Les Corts,21,Pedralbes,6,2,12,1
2025-01-01,4,Les Corts,21,Pedralbes,5,2,12,2
2025-01-01,4,Les Corts,21,Pedralbes,16,2,13,1
2025-01-01,4,Les Corts,21,Pedralbes,5,2,13,2
2025-01-01,4,Les Corts,21,Pedralbes,13,2,14,1
2025-01-01,4,Les Corts,21,Pedralbes,..,2,14,2
2025-01-01,4,Les Corts,21,Pedralbes,16,2,15,1
2025-01-01,4,Les Corts,21,Pedralbes,7,2,15,2
2025-01-01,4,Les Corts,21,Pedralbes,43,2,16,1
2025-01-01,4,Les Corts,21,Pedralbes,..,2,16,2
2025-01-01,4,Les Corts,21,Pedralbes,26,2,17,1
2025-01-01,4,Les Corts,21,Pedralbes,6,2,17,2
2025-01-01,4,Les Corts,21,Pedralbes,30,2,18,1
2025-01-01,4,Les Corts,21,Pedralbes,..,2,18,2
2025-01-01,4,Les Corts,21,Pedralbes,11,2,19,1
2025-01-01,4,Les Corts,21,Pedralbes,..,2,19,2
2025-01-01,4,Les Corts,21,Pedralbes,5,2,20,1
2025-01-01,4,Les Corts,21,Pedralbes,150,3,3,1
2025-01-01,4,Les Corts,21,Pedralbes,148,3,3,2
2025-01-01,4,Les Corts,21,Pedralbes,77,3,4,1
2025-01-01,4,Les Corts,21,Pedralbes,56,3,4,2
2025-01-01,4,Les Corts,21,Pedralbes,24,3,5,1
2025-01-01,4,Les Corts,21,Pedralbes,44,3,5,2
2025-01-01,4,Les Corts,21,Pedralbes,15,3,6,1
2025-01-01,4,Les Corts,21,Pedralbes,31,3,6,2
2025-01-01,4,Les Corts,21,Pedralbes,16,3,7,1
2025-01-01,4,Les Corts,21,Pedralbes,28,3,7,2
2025-01-01,4,Les Corts,21,Pedralbes,28,3,8,1
2025-01-01,4,Les Corts,21,Pedralbes,28,3,8,2
2025-01-01,4,Les Corts,21,Pedralbes,27,3,9,1
2025-01-01,4,Les Corts,21,Pedralbes,20,3,9,2
2025-01-01,4,Les Corts,21,Pedralbes,45,3,10,1
2025-01-01,4,Les Corts,21,Pedralbes,21,3,10,2
2025-01-01,4,Les Corts,21,Pedralbes,26,3,11,1
2025-01-01,4,Les Corts,21,Pedralbes,27,3,11,2
2025-01-01,4,Les Corts,21,Pedralbes,31,3,12,1
2025-01-01,4,Les Corts,21,Pedralbes,18,3,12,2
2025-01-01,4,Les Corts,21,Pedralbes,37,3,13,1
2025-01-01,4,Les Corts,21,Pedralbes,17,3,13,2
2025-01-01,4,Les Corts,21,Pedralbes,44,3,14,1
2025-01-01,4,Les Corts,21,Pedralbes,16,3,14,2
2025-01-01,4,Les Corts,21,Pedralbes,65,3,15,1
2025-01-01,4,Les Corts,21,Pedralbes,18,3,15,2
2025-01-01,4,Les Corts,21,Pedralbes,71,3,16,1
2025-01-01,4,Les Corts,21,Pedralbes,19,3,16,2
2025-01-01,4,Les Corts,21,Pedralbes,43,3,17,1
2025-01-01,4,Les Corts,21,Pedralbes,11,3,17,2
2025-01-01,4,Les Corts,21,Pedralbes,32,3,18,1
2025-01-01,4,Les Corts,21,Pedralbes,..,3,18,2
2025-01-01,4,Les Corts,21,Pedralbes,12,3,19,1
2025-01-01,4,Les Corts,21,Pedralbes,..,3,19,2
2025-01-01,4,Les Corts,21,Pedralbes,..,3,20,1
2025-01-01,4,Les Corts,21,Pedralbes,77,4,3,1
2025-01-01,4,Les Corts,21,Pedralbes,73,4,3,2
2025-01-01,4,Les Corts,21,Pedralbes,254,4,4,1
2025-01-01,4,Les Corts,21,Pedralbes,279,4,4,2
2025-01-01,4,Les Corts,21,Pedralbes,80,4,5,1
2025-01-01,4,Les Corts,21,Pedralbes,108,4,5,2
2025-01-01,4,Les Corts,21,Pedralbes,50,4,6,1
2025-01-01,4,Les Corts,21,Pedralbes,65,4,6,2
2025-01-01,4,Les Corts,21,Pedralbes,42,4,7,1
2025-01-01,4,Les Corts,21,Pedralbes,41,4,7,2
2025-01-01,4,Les Corts,21,Pedralbes,36,4,8,1
2025-01-01,4,Les Corts,21,Pedralbes,59,4,8,2
2025-01-01,4,Les Corts,21,Pedralbes,82,4,9,1
2025-01-01,4,Les Corts,21,Pedralbes,90,4,9,2
2025-01-01,4,Les Corts,21,Pedralbes,126,4,10,1
2025-01-01,4,Les Corts,21,Pedralbes,111,4,10,2
2025-01-01,4,Les Corts,21,Pedralbes,120,4,11,1
2025-01-01,4,Les Corts,21,Pedralbes,104,4,11,2
2025-01-01,4,Les Corts,21,Pedralbes,120,4,12,1
2025-01-01,4,Les Corts,21,Pedralbes,73,4,12,2
2025-01-01,4,Les Corts,21,Pedralbes,87,4,13,1
2025-01-01,4,Les Corts,21,Pedralbes,41,4,13,2
2025-01-01,4,Les Corts,21,Pedralbes,103,4,14,1
2025-01-01,4,Les Corts,21,Pedralbes,56,4,14,2
2025-01-01,4,Les Corts,21,Pedralbes,120,4,15,1
2025-01-01,4,Les Corts,21,Pedralbes,47,4,15,2
2025-01-01,4,Les Corts,21,Pedralbes,91,4,16,1
2025-01-01,4,Les Corts,21,Pedralbes,37,4,16,2
2025-01-01,4,Les Corts,21,Pedralbes,60,4,17,1
2025-01-01,4,Les Corts,21,Pedralbes,29,4,17,2
2025-01-01,4,Les Corts,21,Pedralbes,30,4,18,1
2025-01-01,4,Les Corts,21,Pedralbes,19,4,18,2
2025-01-01,4,Les Corts,21,Pedralbes,11,4,19,1
2025-01-01,4,Les Corts,21,Pedralbes,..,4,19,2
2025-01-01,4,Les Corts,21,Pedralbes,..,4,20,1
2025-01-01,4,Les Corts,21,Pedralbes,7,5,3,1
2025-01-01,4,Les Corts,21,Pedralbes,..,5,3,2
2025-01-01,4,Les Corts,21,Pedralbes,68,5,4,1
2025-01-01,4,Les Corts,21,Pedralbes,65,5,4,2
2025-01-01,4,Les Corts,21,Pedralbes,265,5,5,1
2025-01-01,4,Les Corts,21,Pedralbes,238,5,5,2
2025-01-01,4,Les Corts,21,Pedralbes,215,5,6,1
2025-01-01,4,Les Corts,21,Pedralbes,199,5,6,2
2025-01-01,4,Les Corts,21,Pedralbes,252,5,7,1
2025-01-01,4,Les Corts,21,Pedralbes,197,5,7,2
2025-01-01,4,Les Corts,21,Pedralbes,332,5,8,1
2025-01-01,4,Les Corts,21,Pedralbes,257,5,8,2
2025-01-01,4,Les Corts,21,Pedralbes,366,5,9,1
2025-01-01,4,Les Corts,21,Pedralbes,301,5,9,2
2025-01-01,4,Les Corts,21,Pedralbes,330,5,10,1
2025-01-01,4,Les Corts,21,Pedralbes,322,5,10,2
2025-01-01,4,Les Corts,21,Pedralbes,259,5,11,1
2025-01-01,4,Les Corts,21,Pedralbes,225,5,11,2
2025-01-01,4,Les Corts,21,Pedralbes,215,5,12,1
2025-01-01,4,Les Corts,21,Pedralbes,220,5,12,2
2025-01-01,4,Les Corts,21,Pedralbes,187,5,13,1
2025-01-01,4,Les Corts,21,Pedralbes,193,5,13,2
2025-01-01,4,Les Corts,21,Pedralbes,166,5,14,1
2025-01-01,4,Les Corts,21,Pedralbes,197,5,14,2
2025-01-01,4,Les Corts,21,Pedralbes,151,5,15,1
2025-01-01,4,Les Corts,21,Pedralbes,182,5,15,2
2025-01-01,4,Les Corts,21,Pedralbes,95,5,16,1
2025-01-01,4,Les Corts,21,Pedralbes,141,5,16,2
2025-01-01,4,Les Corts,21,Pedralbes,64,5,17,1
2025-01-01,4,Les Corts,21,Pedralbes,90,5,17,2
2025-01-01,4,Les Corts,21,Pedralbes,32,5,18,1
2025-01-01,4,Les Corts,21,Pedralbes,39,5,18,2
2025-01-01,4,Les Corts,21,Pedralbes,9,5,19,1
2025-01-01,4,Les Corts,21,Pedralbes,11,5,19,2
2025-01-01,4,Les Corts,21,Pedralbes,..,5,20,2
2025-01-01,4,Les Corts,21,Pedralbes,11,6,3,1
2025-01-01,4,Les Corts,21,Pedralbes,21,6,3,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,1,5,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,1,6,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,1,7,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,1,16,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",11,1,17,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",5,1,17,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,1,18,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,1,18,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,1,19,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,1,19,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,1,20,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",27,2,3,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",56,2,3,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",9,2,4,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",13,2,4,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",14,2,5,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",15,2,5,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",8,2,6,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",18,2,6,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,2,7,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",11,2,7,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,2,8,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",7,2,8,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,2,9,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,2,9,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",5,2,10,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,2,10,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,2,11,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",14,2,11,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",11,2,12,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",12,2,12,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",10,2,13,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",12,2,13,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",15,2,14,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",13,2,14,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",19,2,15,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",10,2,15,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",18,2,16,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",14,2,16,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",12,2,17,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,2,17,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",11,2,18,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",5,2,18,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",6,2,19,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,2,19,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,2,20,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",54,3,3,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",68,3,3,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",27,3,4,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",55,3,4,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",9,3,5,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",26,3,5,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",12,3,6,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",22,3,6,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",18,3,7,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",19,3,7,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",18,3,8,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",23,3,8,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",17,3,9,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",31,3,9,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",24,3,10,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",46,3,10,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",28,3,11,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",37,3,11,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",19,3,12,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",22,3,12,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",20,3,13,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",18,3,13,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",15,3,14,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",8,3,14,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",20,3,15,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",6,3,15,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",19,3,16,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",7,3,16,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",8,3,17,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,3,17,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",7,3,18,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,3,18,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,3,19,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,3,19,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,3,20,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",25,4,3,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",20,4,3,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",89,4,4,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",73,4,4,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",33,4,5,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",49,4,5,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",21,4,6,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",30,4,6,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",24,4,7,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",32,4,7,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",29,4,8,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",44,4,8,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",46,4,9,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",55,4,9,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",67,4,10,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",65,4,10,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",53,4,11,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",61,4,11,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",56,4,12,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",56,4,12,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",34,4,13,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",35,4,13,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",32,4,14,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",20,4,14,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",20,4,15,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",17,4,15,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",19,4,16,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",9,4,16,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",9,4,17,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,4,17,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,4,18,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",26,5,4,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",14,5,4,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",66,5,5,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",35,5,5,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",78,5,6,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",68,5,6,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",105,5,7,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",73,5,7,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",139,5,8,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",77,5,8,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",130,5,9,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",100,5,9,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",120,5,10,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",109,5,10,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",104,5,11,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",97,5,11,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",87,5,12,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",87,5,12,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",72,5,13,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",69,5,13,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",41,5,14,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",45,5,14,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",28,5,15,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",39,5,15,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",17,5,16,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",18,5,16,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,5,17,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",18,5,17,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",7,5,18,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,5,18,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,5,19,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",7,6,3,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,6,3,2
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,..,1,6,2
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,..,1,12,2
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,..,1,16,1
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,26,1,17,1
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,10,1,17,2
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,17,1,18,1
